date, pm25, pm10, o3, no2, so2, co
2018/5/13, 56, 38, , 13, , 2
2018/5/14, 61, 29, , 16, , 2
2018/5/15, 67, , , , , 
2018/5/17, 57, 39, , 28, , 4
2018/5/18, 71, 43, , 23, , 3
2018/5/19, 63, 21, , 12, , 1
2018/5/20, 39, 23, , 14, , 1
2018/5/21, 42, 27, , 24, , 3
2018/5/22, 55, 36, , 28, , 4
2018/5/23, 68, 29, , 18, , 2
2018/5/24, 52, 35, , 26, , 3
2018/5/25, 64, 34, , 21, , 4
2018/5/26, 87, 27, , 13, , 2
2018/5/27, 64, 34, , 21, , 2
2018/5/28, 55, 32, , 22, , 2
2018/5/29, 48, 41, , 37, , 5
2018/5/30, 58, 34, , 22, , 4
2018/5/31, 62, 37, , 15, , 3
2018/6/1, 62, 30, , 15, , 4
2018/6/2, 75, 42, , 27, , 5
2018/6/3, 84, 48, , 34, , 6
2018/6/4, 87, 42, , 25, , 5
2018/6/5, 67, 20, , 15, , 2
2018/6/6, 27, 26, , 20, , 3
2018/6/7, 36, 39, , 28, , 4
2018/6/8, 49, 36, , 18, , 3
2018/6/9, 45, 32, , 23, , 4
2018/6/10, 53, 48, , 34, , 6
2018/6/11, 86, 45, , 33, , 6
2018/6/12, 79, 33, , 25, , 5
2018/6/13, 55, 36, , 27, , 5
2018/6/14, 57, 36, , 29, , 5
2018/6/15, 54, 32, , 16, , 4
2018/6/16, 56, 39, , 28, , 5
2018/6/17, 62, 46, , 41, , 7
2018/6/18, 77, 52, , 31, , 5
2018/6/19, 69, 50, , 36, , 7
2018/6/20, 65, 59, , 42, , 6
2018/6/21, 65, 35, , 17, , 4
2018/6/22, 41, 35, , 18, , 4
2018/6/23, 55, 16, , 15, , 4
2018/6/24, 47, 18, , 24, , 5
2018/6/25, 54, 26, , 25, , 6
2018/6/26, 68, 22, , 15, , 4
2018/6/27, 54, 29, , 16, , 4
2018/6/28, 58, 41, , 31, , 6
2018/6/29, 62, 25, , 16, , 4
2018/6/30, 35, 24, , 14, , 4
2018/1/1, 96, 55, , 18, , 11
2018/1/2, 147, 34, , 19, , 8
2018/1/3, 88, 25, , 18, , 8
2018/1/4, 64, 27, , 19, , 8
2018/1/5, 76, 38, , 14, , 8
2018/1/6, 105, 37, , 16, , 8
2018/1/7, 93, 78, , 38, , 13
2018/1/8, 131, 78, , 26, , 13
2018/1/9, 160, 51, , 17, , 9
2018/1/10, 114, 40, , 15, , 9
2018/1/11, 107, 34, , 14, , 8
2018/1/12, 89, 44, , 10, , 7
2018/1/13, 89, 43, , 9, , 7
2018/1/14, 97, 54, , 14, , 8
2018/1/15, 122, 70, , 14, , 9
2018/1/16, 137, 39, , 15, , 9
2018/1/17, 110, 34, , 21, , 9
2018/1/18, 100, 27, , 16, , 8
2018/1/19, 84, 53, , 24, , 10
2018/1/20, 143, 68, , 16, , 12
2018/1/21, 159, 51, , 18, , 10
2018/1/22, 123, 56, , 19, , 11
2018/1/23, 142, 56, , 23, , 11
2018/1/24, 152, 50, , 27, , 11
2018/1/25, 135, 70, , 27, , 13
2018/1/26, 159, 80, , 20, , 14
2018/1/27, 175, 35, , 11, , 11
2018/1/28, 101, 18, , 11, , 10
2018/1/29, 63, 15, , 11, , 9
2018/1/30, 41, 40, , 22, , 10
2018/1/31, 84, 42, , 25, , 12
2018/2/1, 118, 39, , 31, , 11
2018/2/2, 107, 68, , 18, , 15
2018/2/3, 160, 43, , 15, , 12
2018/2/4, 104, 85, , 21, , 10
2018/2/5, 91, 48, , 27, , 12
2018/2/6, 115, 114, , 25, , 14
2018/2/7, 170, 56, , 20, , 13
2018/2/8, 149, 48, , 23, , 13
2018/2/9, 128, 61, , 24, , 13
2018/2/10, 150, 65, , 18, , 13
2018/2/11, 156, 57, , 26, , 14
2018/2/12, 150, 85, , 31, , 16
2018/2/13, 171, 60, , 21, , 15
2018/2/14, 151, 46, , 21, , 12
2018/2/15, 124, 56, , 24, , 13
2018/2/16, 150, 51, , 17, , 12
2018/2/17, 143, 53, , 19, , 12
2018/2/18, 104, 71, , 30, , 14
2018/2/19, 145, 62, , 23, , 14
2018/2/20, 124, 61, , 20, , 13
2018/2/21, 127, 59, , 17, , 13
2018/2/22, 136, 63, , 24, , 14
2018/2/23, 137, 56, , 15, , 12
2018/2/24, 117, 65, , 13, , 12
2018/2/25, 116, 97, , 18, , 13
2018/2/26, 145, 94, , 20, , 14
2018/2/27, 150, 72, , 15, , 13
2018/2/28, 119, 61, , 19, , 14
2018/3/1, 120, 76, , 22, , 15
2018/3/2, 152, 66, , 24, , 15
2018/3/3, 157, 78, , 29, , 15
2018/3/4, 158, 151, , 33, , 18
2018/3/5, 179, 87, , 28, , 18
2018/3/6, 164, 65, , 25, , 19
2018/3/7, 160, 65, , 27, , 17
2018/3/8, 152, 54, , 26, , 16
2018/3/9, 126, 63, , 26, , 17
2018/3/10, 145, 65, , 23, , 19
2018/3/11, 150, 47, , 23, , 18
2018/3/12, 102, 51, , 21, , 16
2018/3/13, 97, 42, , 20, , 17
2018/3/14, 99, 41, , 17, , 17
2018/3/15, 100, 32, , 11, , 15
2018/3/16, 77, 25, , 7, , 14
2018/3/17, 60, 43, , 8, , 14
2018/3/18, 66, 63, , 20, , 15
2018/3/19, 93, 80, , 30, , 17
2018/3/20, 139, 61, , 27, , 15
2018/3/21, 80, 71, , 28, , 15
2018/3/22, 132, 67, , 31, , 19
2018/3/23, 160, 87, , 26, , 20
2018/3/24, 171, 74, , 33, , 19
2018/3/25, 157, 86, , 32, , 18
2018/3/26, 158, 55, , 25, , 18
2018/3/27, 105, 54, , 21, , 18
2018/3/28, 112, 42, , 22, , 19
2018/3/29, 118, 61, , 28, , 18
2018/3/30, 119, 58, , 12, , 20
2018/3/31, 145, 31, , 6, , 19
2017/10/1, 89, 47, , 21, , 6
2017/10/2, 101, 37, , 32, , 8
2017/10/3, 100, 28, , 21, , 5
2017/10/4, 70, 15, , 28, , 6
2017/10/5, 49, 14, , 23, , 5
2017/10/6, 45, 19, , 15, , 4
2017/10/7, 60, 16, , 20, , 5
2017/10/8, 54, 19, , 17, , 3
2017/10/9, 46, 29, , 27, , 6
2017/10/10, 71, 23, , 20, , 5
2017/10/11, 72, , , 21, , 5
2017/10/13, 75, 42, , 17, , 4
2017/10/14, 94, 30, , 14, , 5
2017/10/15, 77, 55, , 33, , 8
2017/10/16, 104, 71, , 43, , 10
2017/10/17, 137, 88, , 51, , 14
2017/10/18, 155, 59, , 19, , 5
2017/10/19, 134, 55, , 23, , 8
2017/10/20, 126, 51, , 22, , 8
2017/10/21, 138, 36, , 9, , 6
2017/10/22, 104, 31, , 12, , 6
2017/10/23, 90, 42, , 20, , 6
2017/10/24, 104, 36, , 20, , 7
2017/10/25, 102, 24, , 14, , 4
2017/10/26, 65, 28, , 14, , 5
2017/10/27, 76, 15, , 8, , 3
2017/10/28, 56, 7, , 5, , 3
2017/10/29, 27, 17, , 11, , 3
2017/10/30, 31, 32, , 20, , 4
2017/10/31, 60, 32, , 9, , 4
2017/11/1, 93, 22, , 16, , 4
2017/11/2, 74, 29, , 22, , 7
2017/11/3, 80, 44, , 22, , 6
2017/11/4, 105, 38, , 18, , 5
2017/11/5, 104, 59, , 25, , 8
2017/11/6, 133, 44, , 20, , 5
2017/11/7, 114, 36, , 16, , 4
2017/11/8, 95, 45, , 19, , 7
2017/11/9, 112, 52, , 22, , 7
2017/11/10, 129, 17, , 14, , 4
2017/11/11, 56, 26, , 17, , 5
2017/11/12, 79, 33, , 21, , 7
2017/11/13, 99, 39, , 21, , 6
2017/11/14, 95, 49, , 22, , 7
2017/11/15, 118, 67, , 22, , 11
2017/11/16, 156, 61, , 25, , 9
2017/11/17, 145, 43, , 21, , 6
2017/11/18, 100, 23, , 13, , 5
2017/11/19, 72, 19, , 19, , 5
2017/11/20, 61, 50, , 27, , 8
2017/11/21, 121, 56, , 18, , 8
2017/11/22, 149, 46, , 18, , 9
2017/11/23, 122, 59, , 25, , 11
2017/11/24, 149, 52, , 21, , 8
2017/11/25, 135, 32, , 15, , 5
2017/11/26, 82, 55, , 24, , 9
2017/11/27, 140, 56, , 22, , 8
2017/11/28, 137, 54, , 22, , 11
2017/11/29, 146, 51, , 21, , 8
2017/11/30, 134, 42, , 17, , 7
2017/12/1, 121, 51, , 20, , 9
2017/12/2, 136, 66, , 21, , 11
2017/12/3, 160, 44, , 19, , 7
2017/12/4, 119, 29, , 20, , 7
2017/12/5, 86, 15, , 12, , 5
2017/12/6, 55, 38, , 20, , 7
2017/12/7, 104, 43, , 25, , 8
2017/12/8, 103, 45, , 24, , 8
2017/12/9, 109, 38, , 15, , 6
2017/12/10, 97, 27, , 23, , 8
2017/12/11, 77, 36, , 20, , 7
2017/12/12, 69, 52, , 24, , 8
2017/12/13, 96, 35, , 22, , 8
2017/12/14, 101, 71, , 25, , 10
2017/12/15, 118, 48, , 18, , 9
2017/12/16, 129, 58, , 23, , 11
2017/12/17, 145, 68, , 24, , 12
2017/12/18, 154, 45, , 21, , 8
2017/12/19, 109, 44, , 23, , 9
2017/12/20, 122, 42, , 21, , 9
2017/12/21, 119, 23, , 19, , 7
2017/12/22, 71, 23, , 11, , 6
2017/12/23, 75, 11, , 5, , 5
2017/12/24, 44, 16, , 6, , 5
2017/12/25, 58, 39, , 13, , 8
2017/12/26, 110, 49, , 19, , 9
2017/12/27, 132, 44, , 22, , 9
2017/12/28, 101, 37, , 17, , 8
2017/12/29, 105, 57, , 16, , 9
2017/12/30, 147, , , , , 
2017/7/1, 30, 16, , 9, , 5
2017/7/2, 40, 27, , 21, , 7
2017/7/3, 49, 25, , 23, , 7
2017/7/4, 48, 30, , 27, , 8
2017/7/5, 55, 35, , 32, , 9
2017/7/6, 58, 35, , 32, , 9
2017/7/7, 58, 26, , 19, , 6
2017/7/8, 58, 27, , 18, , 7
2017/7/9, 60, 29, , 22, , 6
2017/7/10, 65, 32, , 21, , 7
2017/7/11, 70, 34, , 31, , 8
2017/7/12, 68, 24, , 24, , 8
2017/7/13, 49, 35, , 26, , 8
2017/7/14, 52, 29, , 20, , 7
2017/7/15, 52, 23, , 22, , 7
2017/7/16, 50, 33, , 27, , 8
2017/7/17, 65, 39, , 32, , 10
2017/7/18, 55, 38, , 30, , 8
2017/7/19, 69, 41, , 36, , 10
2017/7/20, 72, 47, , 37, , 11
2017/7/21, 94, 31, , 13, , 6
2017/7/22, 70, 25, , 14, , 6
2017/7/23, 67, 35, , 22, , 7
2017/7/24, 65, 21, , 16, , 7
2017/7/25, 61, 25, , 27, , 8
2017/7/26, 56, 27, , 26, , 8
2017/7/27, 49, 27, , 27, , 8
2017/7/28, 61, 28, , 20, , 8
2017/7/29, 56, 27, , 21, , 7
2017/7/30, 59, 38, , 33, , 9
2017/7/31, 61, 34, , 29, , 8
2017/8/1, 70, 46, , 35, , 9
2017/8/2, 68, 39, , 37, , 9
2017/8/3, 74, 45, , 27, , 8
2017/8/4, 63, 42, , 24, , 8
2017/8/5, 58, 28, , 15, , 7
2017/8/6, 59, 30, , 28, , 6
2017/8/7, 44, 27, , 17, , 3
2017/8/8, 47, 30, , 27, , 4
2017/8/9, 58, 34, , 32, , 5
2017/8/10, 74, 42, , 18, , 4
2017/8/11, 94, 27, , 17, , 4
2017/8/12, 58, 15, , 18, , 4
2017/8/13, 50, 19, , 23, , 4
2017/8/14, 43, 15, , 10, , 2
2017/8/15, 39, 30, , 25, , 4
2017/8/16, 54, 23, , 22, , 5
2017/8/17, 62, 55, , 23, , 4
2017/8/18, 85, 31, , 22, , 4
2017/8/19, 67, 23, , 23, , 5
2017/8/20, 70, 22, , 27, , 6
2017/8/21, 57, 18, , 20, , 5
2017/8/22, 52, 19, , 23, , 5
2017/8/23, 54, 30, , 34, , 8
2017/8/24, 59, 48, , 36, , 7
2017/8/25, 84, 36, , 27, , 5
2017/8/26, 73, 26, , 14, , 4
2017/8/27, 65, 22, , 26, , 6
2017/8/28, 51, 27, , 30, , 6
2017/8/29, 51, 32, , 23, , 5
2017/8/30, 72, 41, , 37, , 6
2017/8/31, 73, 28, , 22, , 5
2017/9/1, 67, 9, , 16, , 4
2017/9/2, 34, 15, , 20, , 6
2017/9/3, 51, 14, , 17, , 5
2017/9/4, 46, 14, , 25, , 7
2017/9/5, 48, , , , , 
2017/9/10, 67, 39, , 29, , 7
2017/9/11, 88, 23, , 33, , 8
2017/9/12, 63, 26, , 24, , 5
2017/9/13, 52, 18, , 26, , 6
2017/9/14, 33, 23, , 27, , 6
2017/9/15, 49, 26, , 16, , 5
2017/9/16, 67, 31, , 19, , 6
2017/9/17, 82, 21, , 25, , 6
2017/9/18, 55, 44, , 38, , 8
2017/9/19, 90, 27, , 27, , 6
2017/9/20, 75, 25, , 28, , 8
2017/9/21, 72, 23, , 27, , 8
2017/9/22, 66, 31, , 14, , 5
2017/9/23, 76, 33, , 10, , 4
2017/9/24, 75, 29, , 13, , 4
2017/9/25, 70, 49, , 17, , 5
2017/9/26, 87, 36, , 16, , 4
2017/9/27, 72, 27, , 14, , 4
2017/9/28, 64, 31, , 14, , 4
2017/9/29, 68, 34, , 13, , 4
2017/9/30, 76, 36, , 11, , 4
2017/4/4, 68, 57, , 33, , 5
2017/4/5, 83, 18, , 28, , 5
2017/4/6, 49, 44, , 34, , 6
2017/4/7, 72, 45, , 25, , 5
2017/4/8, 68, 52, , 24, , 6
2017/4/9, 106, 51, , 32, , 6
2017/4/10, 94, 46, , 21, , 4
2017/4/11, 61, 33, , 29, , 6
2017/4/12, 84, 19, , 22, , 4
2017/4/13, 60, 17, , 19, , 4
2017/4/14, 54, 32, , 17, , 4
2017/4/15, 84, 13, , 13, , 3
2017/4/16, 44, 14, , 10, , 3
2017/4/17, 50, 15, , 10, , 3
2017/4/18, 50, 24, , 14, , 3
2017/4/19, 56, 36, , 23, , 4
2017/4/20, 64, 59, , 25, , 5
2017/4/21, 106, 28, , 15, , 4
2017/4/22, 57, 24, , 15, , 4
2017/4/23, 49, 33, , 25, , 5
2017/4/24, 61, 43, , 28, , 6
2017/4/25, 83, 19, , 36, , 7
2017/4/26, 63, 25, , 27, , 5
2017/4/27, 73, 23, , 23, , 6
2017/4/28, 73, 28, , 26, , 6
2017/4/29, 66, 24, , 14, , 4
2017/4/30, 69, 13, , 6, , 3
2017/5/1, 43, 13, , 7, , 3
2017/5/2, 44, 19, , 8, , 4
2017/5/3, 64, 21, , 14, , 4
2017/5/4, 63, 30, , 21, , 6
2017/5/5, 73, 48, , 24, , 6
2017/5/6, 83, 36, , 15, , 5
2017/5/7, 100, 23, , 27, , 6
2017/5/8, 59, 25, , 23, , 5
2017/5/9, 47, 37, , 31, , 6
2017/5/10, 75, 26, , 21, , 5
2017/5/11, 76, 33, , 15, , 5
2017/5/12, 81, 36, , 19, , 5
2017/5/13, 76, 39, , 26, , 6
2017/5/14, 84, 52, , 38, , 8
2017/5/15, 86, 36, , 29, , 6
2017/5/16, 65, 35, , 29, , 5
2017/5/17, 53, 36, , 27, , 5
2017/5/18, 59, 32, , 22, , 5
2017/5/19, 52, 46, , 24, , 5
2017/5/20, 63, 46, , 16, , 5
2017/5/21, 73, 40, , 29, , 6
2017/5/22, 51, 45, , 35, , 7
2017/5/23, 56, 40, , 41, , 8
2017/5/24, 79, 33, , 31, , 7
2017/5/25, 59, 44, , 22, , 6
2017/5/26, 71, 43, , 41, , 13
2017/5/27, 74, 31, , 30, , 7
2017/5/28, 53, 41, , 30, , 6
2017/5/29, 62, 53, , 34, , 7
2017/5/30, 68, 50, , 20, , 5
2017/5/31, 67, 47, , 26, , 6
2017/6/1, 62, 46, , 27, , 6
2017/6/2, 57, 24, , 14, , 5
2017/6/3, 33, 25, , 15, , 5
2017/6/4, 52, 33, , 28, , 7
2017/6/5, 58, 26, , 19, , 5
2017/6/6, 60, 32, , 24, , 6
2017/6/7, 51, 42, , 35, , 7
2017/6/8, 61, 43, , 40, , 7
2017/6/9, 64, 34, , 21, , 5
2017/6/10, 59, 26, , 21, , 6
2017/6/11, 48, 35, , 32, , 7
2017/6/12, 64, 30, , 15, , 5
2017/6/13, 53, 27, , 21, , 6
2017/6/14, 52, 22, , 15, , 5
2017/6/15, 49, 29, , 25, , 6
2017/6/16, 64, 24, , 17, , 5
2017/6/17, 52, 24, , 18, , 6
2017/6/18, 54, 32, , 26, , 7
2017/6/19, 54, 37, , 30, , 7
2017/6/20, 62, 31, , 25, , 6
2017/6/21, 46, 40, , 34, , 7
2017/6/22, 56, 29, , 28, , 7
2017/6/23, 68, 24, , 14, , 6
2017/6/24, 59, 25, , 16, , 6
2017/6/25, 56, 23, , 21, , 7
2017/6/26, 52, 31, , 34, , 7
2017/6/27, 58, 22, , 17, , 6
2017/6/28, 63, 25, , 26, , 7
2017/6/29, 61, 20, , 18, , 6
2017/6/30, 39, 12, , 10, , 5
2017/1/2, 110, 28, , 19, , 6
2017/1/3, 80, 13, , 15, , 5
2017/1/4, 46, 33, , 24, , 6
2017/1/5, 51, 83, , 15, , 5
2017/1/6, 80, 57, , 25, , 9
2017/1/7, 127, 119, , 31, , 16
2017/1/8, 186, 107, , 38, , 16
2017/1/9, 176, 66, , 21, , 10
2017/1/10, 164, 80, , 25, , 11
2017/1/11, 160, 42, , 22, , 8
2017/1/12, 107, 49, , 26, , 10
2017/1/13, 131, 27, , 20, , 8
2017/1/14, 84, 45, , 24, , 9
2017/1/15, 117, 53, , 31, , 12
2017/1/16, 133, 69, , 20, , 11
2017/1/17, 168, 60, , 32, , 13
2017/1/18, 150, 47, , 25, , 8
2017/1/19, 127, 50, , 20, , 7
2017/1/20, 139, 32, , 19, , 7
2017/1/21, 94, 30, , 18, , 6
2017/1/22, 94, 65, , 31, , 10
2017/1/23, 146, 71, , 20, , 9
2017/1/24, 168, 37, , 22, , 7
2017/1/25, 100, 67, , 37, , 9
2017/1/26, 128, 93, , 46, , 11
2017/1/27, 172, 80, , 25, , 7
2017/1/28, 173, 55, , 20, , 4
2017/1/29, 141, 58, , 26, , 5
2017/1/30, 149, 61, , 27, , 5
2017/1/31, 155, 63, , 24, , 5
2017/2/1, 159, 74, , 31, , 9
2017/2/2, 168, 65, , 27, , 8
2017/2/3, 162, 40, , 16, , 3
2017/2/4, 117, 34, , 12, , 3
2017/2/5, 103, 37, , 14, , 3
2017/2/6, 108, 25, , 15, , 2
2017/2/7, 79, 16, , 10, , 3
2017/2/8, 58, , , , , 
2016/10/1, 78, 40, , 29, , 8
2016/10/2, 91, 31, , 23, , 10
2016/10/3, 79, 41, , 16, , 7
2016/10/4, 42, 11, , 20, , 8
2016/10/5, 27, 18, , 22, , 10
2016/10/6, 49, 34, , 31, , 10
2016/10/7, 77, 21, , 18, , 9
2016/10/8, 63, 24, , 18, , 9
2016/10/9, 75, 23, , 22, , 9
2016/10/10, 70, 12, , 11, , 10
2016/10/11, 39, 15, , 10, , 10
2016/10/12, 48, 29, , 16, , 25
2016/10/13, 62, 34, , 20, , 48
2016/10/14, 78, 30, , 12, , 5
2016/10/15, 81, 24, , 11, , 4
2016/10/16, 69, 26, 16, 19, , 3
2016/10/17, 64, 33, , 17, , 5
2016/10/18, 90, 43, , 17, , 5
2016/10/19, 115, 40, , 13, , 4
2016/10/20, 113, 29, , 18, , 5
2016/10/21, 85, 26, , 20, , 6
2016/10/22, 79, 36, , 16, , 5
2016/10/23, 98, 32, , 17, , 5
2016/10/24, 87, 34, , 24, , 8
2016/10/25, 94, 38, , 32, , 8
2016/10/26, 83, 54, , 38, , 9
2016/10/27, 111, 43, , 25, , 6
2016/10/28, 109, 13, 18, 15, 3, 4
2016/10/29, 42, 12, , 15, , 4
2016/10/30, 38, 14, , 17, , 5
2016/10/31, 45, 18, , 13, , 5
2016/11/1, 59, 25, , 15, , 5
2016/11/2, 60, 20, , 19, , 5
2016/11/3, 50, 59, , 30, , 8
2016/11/4, 89, 47, , 24, , 8
2016/11/5, 114, 34, , 23, , 7
2016/11/6, 97, 36, , 28, , 8
2016/11/7, 101, 42, , 23, , 9
2016/11/8, 107, 38, , 24, , 10
2016/11/9, 106, 48, , 27, , 9
2016/11/10, 117, 35, , 13, , 7
2016/11/11, 100, 43, , 16, , 8
2016/11/12, 112, 38, , 22, , 8
2016/11/13, 109, 43, , 73, , 8
2016/11/14, 108, 54, 15, 117, 3, 8
2016/11/15, 212, 30, 19, 120, 2, 9
2016/11/16, 201, 31, , 128, , 5
2016/11/17, 209, 42, , 133, , 5
2016/11/18, 214, 41, , 152, , 6
2016/11/19, 227, 20, , 134, , 4
2016/11/20, 214, 30, , 143, , 4
2016/11/21, 231, 29, , 140, , 3
2016/11/22, 233, 46, , 157, , 6
2016/11/23, 237, 61, , 174, , 9
2016/11/24, 283, 47, , 96, , 10
2016/11/25, 210, 48, , 20, , 7
2016/11/26, 116, 25, , 14, , 6
2016/11/27, 71, 29, , 23, , 6
2016/11/28, 51, 30, , 24, , 7
2016/11/29, 84, 40, , 31, , 6
2016/11/30, 99, 34, , 25, , 9
2016/12/1, 89, 26, , 26, , 8
2016/12/2, 69, 14, , 17, , 6
2016/12/3, 48, 28, , 18, , 7
2016/12/4, 80, 49, , 25, , 8
2016/12/5, 118, 39, , 27, , 9
2016/12/6, 104, 44, , 32, , 10
2016/12/7, 120, 27, , 19, , 8
2016/12/8, 78, 30, , 18, , 8
2016/12/9, 86, 28, , 13, , 8
2016/12/10, 83, 23, , 16, , 8
2016/12/11, 71, 35, , 21, , 7
2016/12/12, 48, 92, , 31, , 9
2016/12/13, 137, 40, , 23, , 7
2016/12/14, 107, 30, , 27, , 7
2016/12/15, 70, 62, , 38, , 14
2016/12/16, 137, 61, , 22, , 9
2016/12/17, 150, 45, , 16, , 8
2016/12/18, 122, 46, , 19, , 8
2016/12/19, 115, 42, , 26, , 9
2016/12/20, 111, 48, , 25, , 11
2016/12/21, 116, 65, , 28, , 13
2016/12/22, 156, 47, , 20, , 9
2016/12/23, 124, 34, , 15, , 7
2016/12/24, 94, 20, , 10, , 6
2016/12/25, 65, 17, , 8, , 6
2016/12/26, 55, 10, , 12, , 5
2016/12/27, 31, 23, , 22, , 6
2016/12/28, 39, 39, , 28, , 8
2016/12/29, 97, 51, , 20, , 7
2016/12/30, 133, 49, , 17, , 6
2016/12/31, 127, 44, , 16, , 6
2017/1/1, 114, 44, , 16, , 6
2016/7/1, 55, 29, , 30, , 4
2016/7/2, 58, 20, , 20, , 3
2016/7/3, 42, 24, , 25, , 4
2016/7/4, 36, 30, , 39, , 6
2016/7/5, 43, 26, , 17, , 3
2016/7/6, 35, 18, , 17, , 3
2016/7/7, 34, 26, , 33, , 5
2016/7/8, 44, 22, , 19, , 3
2016/7/9, 41, 17, , 21, , 3
2016/7/10, 35, 24, , 35, , 5
2016/7/11, 51, 30, , 42, , 7
2016/7/12, 63, 24, , 32, , 6
2016/7/13, 61, 18, , 19, , 5
2016/7/14, 46, 12, , 17, , 3
2016/7/15, 24, 21, , 23, , 4
2016/7/16, 45, 21, , 23, , 5
2016/7/17, 51, 22, , 29, , 5
2016/7/18, 44, 20, , 28, , 5
2016/7/19, 34, 20, , 31, , 6
2016/7/20, 28, 30, , 33, , 6
2016/7/21, 31, 23, , 32, , 6
2016/7/22, 38, 23, , 26, , 6
2016/7/23, 49, 26, , 18, , 6
2016/7/24, 61, 32, , 32, , 7
2016/7/25, 56, 38, , 45, , 8
2016/7/26, 63, 34, , 33, , 7
2016/7/27, 64, 34, , 39, , 8
2016/7/28, 69, 30, , 41, , 7
2016/7/29, 58, 27, , 28, , 6
2016/7/30, 55, 24, , 27, , 6
2016/7/31, 47, 21, , 31, , 6
2016/8/1, 45, 25, , 36, , 6
2016/8/2, 37, 25, , 35, , 6
2016/8/3, 57, 28, , 38, , 8
2016/8/4, 56, 29, , 27, , 8
2016/8/5, 61, 21, , 18, , 6
2016/8/6, 55, 16, , 16, , 5
2016/8/7, 32, 25, , 37, , 7
2016/8/8, 42, 35, , 38, , 8
2016/8/9, 60, 19, , 35, , 8
2016/8/10, 50, 21, , 27, , 6
2016/8/11, 39, 26, , 35, , 6
2016/8/12, 40, 29, , 22, , 6
2016/8/13, 60, 20, , 15, , 6
2016/8/14, 45, 16, , 16, , 6
2016/8/15, 25, 24, , 26, , 7
2016/8/16, 42, 27, , 31, , 8
2016/8/17, 41, 32, , 35, , 8
2016/8/18, 53, 32, , 38, , 8
2016/8/19, 62, 34, , 28, , 9
2016/8/20, 67, 28, , 24, , 9
2016/8/21, 67, 25, , 31, , 8
2016/8/22, 58, 31, , 31, , 7
2016/8/23, 63, 26, , 32, , 8
2016/8/24, 50, 20, , 29, , 5
2016/8/25, 44, 26, , 31, , 5
2016/8/26, 45, 37, , 40, , 8
2016/8/27, 63, 33, , 33, , 7
2016/8/28, 72, 41, , 33, , 6
2016/8/29, 64, 27, , 29, , 5
2016/8/30, 35, 41, , 38, , 7
2016/8/31, 54, 39, , 43, , 8
2016/9/1, 63, 46, , 50, , 8
2016/9/2, 67, 45, , 41, , 7
2016/9/3, 71, 39, , 35, , 6
2016/9/4, 67, 21, , 24, , 7
2016/9/5, 55, 20, , 24, , 6
2016/9/6, 34, 48, , 52, , 12
2016/9/7, 61, 59, , 58, , 12
2016/9/8, 90, 60, , 64, , 12
2016/9/9, 98, 54, , 51, , 9
2016/9/10, 96, 55, , 53, , 12
2016/9/11, 102, 53, , 41, , 9
2016/9/12, 79, 53, , 29, , 8
2016/9/13, 79, 41, , 26, , 7
2016/9/14, 49, 51, , 34, , 8
2016/9/15, 57, 62, , 36, , 6
2016/9/16, 73, 36, , 15, , 4
2016/9/17, 51, 24, , 9, , 4
2016/9/18, 33, 44, , 18, , 5
2016/9/19, 51, 54, , 35, , 7
2016/9/20, 65, 37, , 26, , 7
2016/9/21, 61, 32, , 30, , 8
2016/9/22, 61, 48, , 32, , 7
2016/9/23, 76, 35, , 27, , 7
2016/9/24, 75, 21, , 24, , 7
2016/9/25, 56, 34, , 20, , 6
2016/9/26, 58, 42, , 24, , 7
2016/9/27, 66, 70, , 37, , 9
2016/9/28, 131, 49, , 32, , 7
2016/9/29, 63, 56, , 38, , 8
2016/9/30, 73, 39, , 27, , 9
2016/4/1, 58, 41, , 34, , 10
2016/4/2, 63, 40, , 30, , 8
2016/4/3, 84, 48, , 35, , 8
2016/4/4, 82, 59, , 39, , 9
2016/4/5, 97, 60, , 38, , 10
2016/4/6, 119, 50, , 42, , 11
2016/4/7, 87, 47, , 38, , 10
2016/4/8, 78, 32, , 19, , 8
2016/4/9, 59, 25, , 17, , 8
2016/4/10, 62, 32, , 23, , 8
2016/4/11, 56, 48, , 32, , 11
2016/4/12, 99, 67, , 36, , 11
2016/4/13, 141, 50, , 37, , 11
2016/4/14, 92, 54, , 45, , 12
2016/4/15, 76, 34, , 29, , 10
2016/4/16, 76, 36, , 21, , 9
2016/4/17, 81, 37, , 29, , 9
2016/4/18, 52, 44, , 32, , 9
2016/4/19, 68, 29, , 28, , 9
2016/4/20, 42, 38, , 34, , 9
2016/4/21, 62, 43, , 28, , 9
2016/4/22, 55, 45, , 33, , 10
2016/4/23, 66, 26, , 23, , 8
2016/4/24, 48, 38, , 36, , 10
2016/4/25, 60, 42, , 39, , 10
2016/4/26, 71, 21, , 45, , 12
2016/4/27, 55, 31, , 41, , 11
2016/4/28, 60, 30, , 36, , 11
2016/4/29, 62, 34, , 20, , 10
2016/4/30, 70, 32, , 19, , 10
2016/5/1, 71, 31, , 24, , 11
2016/5/2, 71, 30, , 26, , 11
2016/5/3, 68, 33, , 31, , 11
2016/5/4, 63, 38, , 34, , 11
2016/5/5, 55, 41, , 35, , 11
2016/5/6, 57, 39, , 27, , 11
2016/5/7, 57, 31, , 26, , 12
2016/5/8, 63, 31, , 35, , 12
2016/5/9, 58, 36, , 38, , 13
