date, pm25, pm10, o3, no2, so2, co
2014/5/9, 54, , 34, 12, 1, 4
2014/5/10, 36, , 14, 15, , 4
2014/5/11, 77, 10, 23, 11, 3, 3
2014/5/12, 37, 10, 22, 15, 2, 4
2014/5/13, 35, 16, 33, 28, 1, 6
2014/5/14, 50, 37, 33, 14, , 5
2014/5/15, 47, 17, 27, 17, 1, 6
2014/5/16, 48, 18, 24, 17, 1, 6
2014/5/17, 54, 20, 35, 17, 1, 6
2014/5/18, 59, 13, 36, 21, 1, 5
2014/5/19, 42, 20, 49, 28, 1, 6
2014/5/20, 50, 21, 56, 31, 1, 5
2014/5/21, 52, 17, 44, 23, 1, 6
2014/5/22, 43, 26, , 26, 3, 6
2014/5/23, 45, 24, 47, 16, 2, 5
2014/5/24, 55, 29, 24, 12, 1, 3
2014/5/25, 63, 28, 37, 20, 1, 5
2014/5/26, 75, 18, 35, 21, , 4
2014/5/27, 52, 32, 17, 22, 1, 5
2014/5/28, 63, 15, 17, 15, 8, 4
2014/5/29, 31, 9, 12, 7, 2, 2
2014/5/30, 33, , , , , 
2014/6/1, 23, 7, 20, 19, 14, 5
2014/6/2, 26, 17, 16, 12, , 5
2014/6/3, 56, 17, 8, 25, , 7
2014/6/5, 45, 17, 35, 28, 1, 6
2014/6/7, 61, 37, 60, 18, 1, 5
2014/6/8, 72, 34, 24, 34, 1, 7
2014/6/9, 80, , 39, 37, 2, 4
2014/6/11, 31, 22, 37, 29, 2, 4
2014/6/12, 46, 30, 31, 10, , 2
2014/6/13, 28, 9, 24, 11, , 3
2014/6/14, 29, 24, 22, 9, , 2
2014/6/15, 45, 10, 25, 22, , 4
2014/6/16, 30, 29, 33, 19, 1, 5
2014/6/17, 61, , 35, 16, 1, 6
2014/6/19, 27, 14, 24, 9, 2, 5
2014/6/20, 32, 15, 25, 7, , 2
2014/6/21, 41, 7, 24, 4, , 2
2014/6/22, 26, 11, , 9, 1, 1
2014/6/23, 26, 22, 28, 9, 1, 1
2014/6/24, 41, , , , , 
2014/6/26, 35, , , 7, , 
2014/6/29, 70, 28, 22, 31, 11, 8
2014/6/30, 76, 18, , 16, , 4
2014/1/2, 139, 74, 8, 15, 5, 7
2014/1/3, 149, 64, 5, 17, 4, 9
2014/1/4, 155, 61, 8, 16, 3, 9
2014/1/5, 125, 46, 15, 10, 5, 9
2014/1/6, 60, 31, 19, 11, 2, 6
2014/1/8, 136, 38, 3, 19, 3, 6
2014/1/11, 73, 25, 22, 13, 2, 5
2014/1/13, 54, 21, 22, 18, 3, 6
2014/1/14, 83, 52, , 28, 2, 11
2014/1/15, 119, 45, 10, 20, 4, 9
2014/1/16, 92, 56, 15, 14, 4, 10
2014/1/17, 155, 52, 10, 20, 3, 10
2014/1/18, 146, 65, 5, 16, 4, 10
2014/1/19, 73, 34, 16, 10, 1, 7
2014/1/20, 65, 27, 18, 17, 2, 10
2014/1/21, 62, 29, 17, 15, 9, 9
2014/1/22, 123, 50, 14, 25, 5, 11
2014/1/23, 170, 91, 12, 33, 4, 16
2014/1/24, 114, 56, 22, 24, 5, 12
2014/1/25, 137, 40, 19, 16, 2, 11
2014/1/26, 125, 33, 15, 14, 8, 11
2014/1/27, 77, 31, 26, 19, 9, 7
2014/1/28, 68, 29, 23, 19, 7, 6
2014/1/29, 61, 24, 23, 17, 4, 6
2014/1/30, 103, 29, 26, 20, 4, 6
2014/1/31, 61, 34, 27, 22, 18, 6
2014/2/1, 104, 41, 26, 20, 9, 7
2014/2/2, 105, 46, 27, 24, 15, 8
2014/2/3, 160, 74, 17, 29, 10, 11
2014/2/4, 168, 81, 32, 48, 11, 14
2014/2/5, 156, 76, 32, 54, 10, 13
2014/2/6, 161, 64, 23, 28, 13, 10
2014/2/7, 164, 71, 24, 30, 7, 12
2014/2/8, 95, 43, 18, 21, 6, 9
2014/2/9, 115, 62, 16, 24, 4, 13
2014/2/10, 152, 57, 19, 27, 2, 13
2014/2/11, 150, 47, 18, 28, 4, 11
2014/2/12, 173, 72, 1, 25, 5, 15
2014/2/13, 117, 55, 18, 22, 2, 12
2014/2/14, 131, 43, 15, 18, 3, 11
2014/2/15, 113, 45, 22, 15, 4, 8
2014/2/16, 124, 40, 21, 12, 4, 5
2014/2/17, 68, 33, 16, 17, 2, 5
2014/2/18, 123, 52, 9, 24, 3, 6
2014/2/19, 135, 65, 8, 21, 7, 7
2014/2/20, 95, 61, 16, 17, 4, 6
2014/2/21, 144, 59, 16, 16, 4, 7
2014/2/22, 151, 57, 20, 12, 4, 6
2014/2/23, 152, 55, 23, 27, 3, 8
2014/2/24, 136, 54, 13, 23, 3, 9
2014/2/25, 102, 44, 11, 21, 2, 7
2014/2/26, 71, 61, 15, 20, 5, 10
2014/2/27, 161, 68, 19, 18, 6, 9
2014/2/28, 130, 54, 16, 18, 6, 9
2014/3/1, 142, 46, 12, 21, 4, 12
2014/3/2, 126, 27, 18, 19, 2, 11
2014/3/4, 89, 28, 21, 20, 2, 10
2014/3/5, 83, 21, 15, 19, 1, 10
2014/3/9, 139, 53, 33, 27, 3, 7
2014/3/10, 108, 44, 13, 35, 5, 9
2014/3/12, 100, 40, , 26, 4, 7
2014/3/13, 102, 45, 30, 25, 5, 8
2014/3/14, 127, 53, 28, 22, 5, 6
2014/3/15, 66, 24, 26, 4, 2, 5
2014/3/19, 93, 32, 15, 5, 2, 4
2014/3/20, 71, 24, 27, 18, 1, 4
2014/3/21, 50, 17, 37, 16, 3, 4
2014/3/24, 59, 10, 23, 16, 1, 4
2014/3/25, 49, 14, 26, 22, 1, 4
2014/3/26, 105, 39, 28, 20, 4, 7
2014/3/27, 95, 31, 16, 18, 3, 7
2014/3/30, 116, 50, 46, 30, 3, 8
2014/3/31, 121, 53, 43, 29, 4, 8
2019/12/31, , 21, , 7, , 3
2019/9/15, , 5, , 16, , 4
2019/4/30, , 33, , 21, , 7
2019/6/20, , 28, , 22, , 5
2018/12/31, , 18, , 10, , 6
2018/5/16, , 19, , 19, , 5
2017/12/31, , 33, , 16, , 8
2017/10/12, , 39, , 19, , 4
2017/9/9, , 25, , 17, , 6
2017/4/3, , 31, , 17, , 3
2016/1/3, , 59, , 17, , 10
2015/7/3, , 23, 37, 15, 3, 2
2015/7/9, , 8, 27, 5, , 3
2015/7/11, , 9, 18, 7, 1, 2
2015/7/21, , 22, 40, 2, 1, 
2015/7/24, , 11, 41, 8, 7, 
2015/8/16, , 24, , 10, , 2
2015/8/18, , 24, 32, 12, 2, 3
2015/8/22, , 33, 35, 11, 1, 3
2015/9/26, , 6, , 14, , 1
2015/4/1, , 12, 24, 7, 1, 
2015/4/8, , 13, , 1, 1, 
2015/4/10, , 49, 25, 39, 5, 
2015/4/16, , 39, , 20, 3, 
2015/4/19, , 19, , 14, 1, 5
2015/4/28, , 8, 23, 13, , 7
2015/5/1, , 15, , 9, 2, 4
2015/5/4, , 31, 23, 23, 2, 5
2015/5/13, , 15, 41, 25, 1, 6
2015/5/16, , 14, 13, 7, 5, 8
2015/5/21, , 14, , 23, 3, 5
2015/6/9, , 26, 24, 23, 2, 4
2015/6/11, , 22, 25, 36, 7, 4
2015/1/1, , 18, 16, 22, 16, 5
2015/1/4, , 10, 27, 4, 5, 5
2015/1/6, , 63, 23, 9, 5, 7
2015/1/12, , 10, 28, 6, 6, 3
2015/1/25, , 30, 11, 24, 13, 9
2015/1/29, , 40, , 16, , 8
2015/2/7, , 11, 16, 5, 5, 
2015/2/10, , 19, , , , 
2015/2/12, , 65, , , , 
2015/2/15, , 15, 20, 8, 8, 5
2015/3/12, , 14, , , , 
2015/3/18, , 46, , , , 
2015/3/21, , 13, 10, 14, 5, 
2015/3/24, , 50, , , , 
2015/3/28, , 30, 22, 6, 2, 
2015/3/30, , 7, , , , 
2014/10/6, , 36, 26, 24, 2, 10
2014/10/13, , 34, 16, 14, 1, 9
2014/10/22, , 16, 11, 4, 1, 1
2014/10/26, , 49, 6, 19, 2, 8
2014/11/1, , 45, 10, 7, 3, 7
2014/11/16, , 21, 12, 7, , 9
2014/11/20, , 30, 1, 10, 1, 6
2014/11/22, , 32, 18, 6, 2, 7
2014/12/8, , 38, 8, 15, 3, 7
2014/12/21, , 6, 17, 9, 5, 3
2014/12/24, , 7, 25, 6, 3, 3
2014/7/4, , 26, 24, 10, 2, 2
2014/7/8, , 22, 33, 4, 1, 4
2014/7/13, , 14, 35, 4, 2, 
2014/7/16, , 22, 23, 26, 2, 7
2014/7/20, , 13, 41, 2, , 4
2014/7/23, , 25, , 12, , 2
2014/7/30, , 21, , 22, , 8
2014/8/2, , 27, 44, 16, 1, 8
2014/8/5, , 7, 39, 14, 2, 8
2014/8/11, , 14, 32, 16, 3, 7
2014/8/17, , 16, 22, 13, 2, 7
2014/8/19, , 12, 35, 11, 1, 8
2014/9/11, , 26, 42, 24, 1, 7
2014/9/15, , 14, 21, 18, 1, 5
2014/4/7, , 31, 39, 22, 2, 7
2014/4/15, , 21, 24, 24, 1, 7
2014/4/20, , 18, 24, 14, , 8
2014/5/4, , 6, 19, 20, , 3
2014/5/5, , 9, 34, 22, 1, 4
2014/5/31, , 9, 30, 20, 1, 4
2014/6/4, , 14, 43, 25, 2, 6
2014/6/6, , 30, 49, 20, , 5
2014/6/18, , 12, 40, 8, 1, 10
2014/6/25, , 10, 18, 6, 1, 3
2014/6/28, , 23, 8, 15, 1, 3
2014/1/1, , 55, 14, 12, 2, 5
2014/1/7, , 41, 9, 21, 1, 7
2014/1/9, , 40, , 21, , 8
2014/1/10, , 14, 27, 3, 4, 5
2014/1/12, , 14, 25, 7, , 5
2014/3/3, , 8, 29, 24, 2, 10
2014/3/6, , 12, 20, 21, 1, 9
2014/3/7, , 28, 12, 20, 3, 11
2014/3/16, , 3, 26, 2, 3, 3
2014/3/17, , 14, 26, 1, 1, 2
2015/8/15, , , 37, 3, 2, 3
2015/4/13, , , 19, 1, 1, 
2015/4/14, , , 34, 7, 2, 
2015/4/15, , , 25, 10, 2, 
2015/1/3, , , 20, 7, 5, 4
2015/2/23, , , 14, 15, 5, 4
2015/3/23, , , 14, , , 
2014/10/9, , , 10, 18, 1, 10
2014/10/11, , , 16, 2, , 
2014/10/12, , , 20, 10, 2, 13
2014/10/21, , , 11, 11, 5, 
2014/10/25, , , 12, 16, 2, 5
2014/11/19, , , , 5, 3, 
2014/12/23, , , 25, 4, 3, 3
2014/7/22, , , 14, 5, , 1
2014/7/28, , , 16, 5, 2, 3
2014/8/8, , , 4, 20, , 9
2014/9/14, , , 33, 18, 1, 7
2014/6/10, , , 39, 27, , 4
2014/6/27, , , 39, 8, 1, 
2014/3/11, , , 12, 34, 10, 8
2014/3/22, , , 33, 29, 3, 6
2014/3/23, , , 26, 14, 3, 5
2014/3/28, , , 17, 20, 1, 8
2019/9/14, , , , 17, , 5
2019/6/18, , , , 18, , 4
2019/6/19, , , , 14, , 4
2015/7/23, , , , 9, 4, 
2015/4/25, , , , 13, , 
2015/4/26, , , , 26, , 7
2015/4/27, , , , 26, , 10
2015/4/30, , , , 15, 7, 6
2014/7/15, , , , 27, 1, 7
2014/7/29, , , , 26, 1, 9
2014/8/9, , , , 19, , 9
2014/8/10, , , , 26, , 9
2014/8/16, , , , 9, , 7
2014/3/8, , , , 22, , 5
2014/3/29, , , , 28, , 7
2015/7/20, , , , , , 
