date, pm25, pm10, o3, no2, so2, co
2014/3/12, , 73, , 11, 16, 
2014/3/13, , 44, , 16, 20, 
2014/3/14, , 51, , 12, 16, 
2014/3/15, , 52, , 16, 19, 
2014/3/16, , 57, , 19, 17, 
2014/3/17, , 91, , 17, 13, 
2014/3/18, , 88, , 13, 16, 
2014/3/19, , 78, , 12, 17, 
2014/3/20, , 50, , 18, 19, 
2014/3/21, , 65, , 16, 17, 
2014/3/22, , 57, , 13, 14, 
2014/3/23, , 61, , 11, 10, 
2014/3/24, , 60, , 12, 14, 
2014/3/25, , 78, , 14, 15, 
2014/3/26, , 64, , 11, 14, 
2014/3/27, , 75, , 9, 14, 
2014/3/28, , 65, , 12, 17, 
2014/3/29, , 90, , 14, 17, 
2014/3/30, , 83, , 9, 15, 
2014/3/31, , 69, , 13, 24, 
2014/9/24, , , 57, , , 12
2018/12/26, , , , 25, 4, 10
2014/4/5, , , , 14, 15, 
2014/4/18, , , , 7, 10, 
2014/5/9, , , , 8, 11, 
2014/5/31, , , , 11, 12, 
2014/6/27, , , , 6, 9, 
2013/12/31, , , , 25, 24, 
2014/1/18, , , , 26, 38, 
2014/2/4, , , , 8, 6, 
2014/2/17, , , , 9, 6, 
2014/3/5, , , , 9, 12, 
