date, pm25, pm10, o3, no2, so2, co
2016/1/17, 140, 45, 18, 13, 11, 6
2016/1/18, 148, 49, 15, 13, 8, 6
2016/1/19, 153, 50, 7, 16, 7, 7
2016/1/20, 157, 54, 7, 17, 11, 7
2016/1/21, 97, 29, 18, 13, 7, 5
2016/1/22, 111, 39, 20, 18, 11, 7
2016/1/23, 159, 59, 3, 26, 11, 8
2016/1/25, 133, 45, 5, 15, 9, 9
2016/1/26, 120, 42, 4, 15, 8, 10
2016/1/27, 91, 31, 13, 14, 7, 5
2016/1/28, 60, 21, 23, 10, 4, 4
2016/1/29, 89, 33, 17, 15, 6, 5
2016/1/30, 76, 27, 20, 9, 6, 4
2016/1/31, 48, 16, 26, 5, 3, 3
2016/2/1, 76, 25, 21, 11, 5, 4
2016/2/2, 43, 16, 26, 9, 3, 4
2016/2/3, 43, 16, 27, 6, 3, 3
2016/2/4, 63, 18, 20, 9, 3, 4
2016/2/5, 84, 26, 19, 12, 5, 4
2016/2/6, 117, 37, 13, 15, 10, 6
2016/2/7, 106, 35, 21, 12, 7, 6
2016/2/8, 71, 24, 24, 12, 5, 5
2016/2/9, 53, 20, 28, 12, 4, 4
2016/2/10, 56, 17, 19, 12, 4, 4
2016/2/11, 67, 19, 19, 9, 3, 3
2016/2/12, 73, 18, 18, 11, 4, 4
2016/2/14, 154, 55, 12, 19, 11, 9
2016/2/15, 139, 48, 12, 17, 6, 8
2016/2/16, 81, 26, 19, 11, 3, 4
2016/2/17, 69, 22, 16, 11, 3, 4
2016/2/18, 118, 38, 6, 14, 5, 7
2016/2/19, 76, 22, 13, 11, 5, 5
2016/2/20, 123, 35, 19, 11, 6, 5
2016/2/21, 49, 13, 25, 7, 3, 4
2016/2/22, 50, 12, 25, 7, 3, 3
2016/2/23, 64, 22, 30, 10, 3, 4
2016/2/24, 74, 24, 26, 9, 3, 4
2016/2/25, 113, 38, 23, 17, 7, 6
2016/2/26, 128, 44, 14, 17, 6, 6
2016/2/27, 129, 41, 21, 16, 5, 6
2016/2/28, 145, 51, 18, 15, 8, 6
2016/2/29, 121, 36, 15, 14, 5, 5
2016/3/1, 65, 19, 11, 13, 3, 5
2016/3/2, 121, 39, 16, 16, 6, 7
2016/3/3, 137, 49, 7, 20, 7, 8
2016/3/4, 121, 42, 13, 19, 6, 7
2016/3/5, 117, 41, 12, 14, 6, 5
2016/3/6, 102, 34, 19, 12, 6, 6
2016/3/7, 116, 43, 9, 20, 8, 8
2016/3/8, 118, 38, 23, 18, 5, 6
2016/3/9, 76, 28, 23, 13, 3, 5
2016/3/10, 72, 34, 13, 13, 3, 5
2016/3/11, 73, 22, 10, 9, 2, 5
2016/3/12, 84, 26, 7, 8, 2, 5
2016/3/13, 77, 24, 27, 11, 3, 5
2016/3/14, 114, 39, 26, 18, 5, 6
2016/3/15, 65, 20, 19, 14, 3, 5
2016/3/16, 87, 30, 26, 18, 4, 6
2016/3/17, 136, 45, 25, 19, 7, 7
2016/3/18, 106, 35, 22, 11, 5, 5
2016/3/19, 46, 17, 29, 7, 4, 3
2016/3/20, 82, 25, 21, 7, 3, 4
2016/3/21, 73, 23, 26, 7, 3, 4
2016/3/22, 67, 20, 26, 11, 3, 4
2016/3/23, 89, 31, 23, 17, 4, 5
2016/3/24, 87, 31, 29, 19, 6, 5
2016/3/25, 127, 46, 27, 19, 8, 7
2016/3/26, 89, 26, 26, 10, 4, 5
2016/3/27, 92, 25, 26, 7, 3, 4
2016/3/29, 61, 21, 32, 10, 3, 4
2016/3/30, 58, 19, 27, 13, 3, 4
2016/3/31, 69, 20, 23, 16, 4, 5
2015/10/1, 84, 36, 21, 20, 3, 8
2015/10/2, 94, 42, 24, 22, 5, 7
2015/10/3, 91, 44, 29, 20, 5, 7
2015/10/4, 77, 29, 33, 12, 2, 5
2015/10/5, 96, 40, 32, 16, 1, 5
2015/10/6, 95, 39, 18, 8, 1, 3
2015/10/7, 42, 25, 20, 11, 1, 4
2015/10/8, 54, 23, 18, 13, 2, 4
2015/10/9, 56, 24, 23, 12, 2, 3
2015/10/10, 63, 27, 24, 10, 2, 3
2015/10/11, 69, 20, 17, 11, 1, 4
2015/10/12, 66, 31, 15, 14, 3, 6
2015/10/13, 96, 42, 9, 11, 3, 6
2015/10/14, 123, 39, 20, 11, 3, 5
2015/10/15, 104, 35, 17, 14, 4, 5
2015/10/16, 90, 38, 7, 13, 4, 6
2015/10/17, 113, 20, 9, 8, 2, 6
2015/10/18, 79, 36, 2, 10, 2, 8
2015/10/19, 113, 32, 5, 18, 2, 7
2015/10/20, 108, 37, 11, 11, 2, 6
2015/10/21, 116, 23, 15, 11, 3, 5
2015/10/22, 76, 21, 18, 8, 2, 4
2015/10/23, 66, 32, 19, 10, 3, 5
2015/10/24, 78, 31, 11, 9, 3, 5
2015/10/25, 99, 39, 20, 15, 3, 11
2015/10/26, 96, 53, 10, 21, 4, 10
2015/10/27, 124, 34, 14, 16, 5, 4
2015/10/28, 87, 38, 12, 15, 4, 5
2015/10/29, 103, 59, 8, 21, 7, 7
2015/10/30, 151, 55, 10, 15, 4, 6
2015/10/31, 154, 40, 25, 11, 4, 5
2015/11/1, 115, 42, 19, 19, 6, 8
2015/11/2, 106, 57, 10, 28, 8, 8
2015/11/3, 141, 61, 17, 20, 7, 8
2015/11/4, 158, 45, 6, 15, 5, 7
2015/11/5, 138, 58, 8, 16, 6, 8
2015/11/6, 153, 61, 1, 16, 5, 12
2015/11/7, 156, 15, 26, 5, 2, 4
2015/11/8, 42, 20, 11, 13, 3, 5
2015/11/9, 65, 10, 19, 5, 1, 3
2015/11/10, 40, 10, 14, 4, 1, 3
2015/11/11, 49, 15, 14, 6, 1, 3
2015/11/12, 61, 28, 9, 14, 4, 6
2015/11/13, 91, 15, 24, 5, 2, 3
2015/11/14, 50, 18, 21, 9, 2, 5
2015/11/15, 64, 24, 16, 12, 4, 6
2015/11/16, 83, 26, 7, 11, 3, 6
2015/11/17, 78, 11, 24, 6, 1, 4
2015/11/18, 36, 18, 20, 8, 2, 4
2015/11/19, 44, 13, 22, 9, 2, 3
2015/11/20, 49, 24, 12, 10, 2, 4
2015/11/21, 86, 29, 12, 7, 2, 4
2015/11/22, 97, 36, 11, 15, 5, 6
2015/11/23, 109, 39, 13, 14, 6, 6
2015/11/24, 114, 42, 9, 18, 7, 7
2015/11/25, 126, 58, 2, 18, 6, 9
2015/11/26, 153, 58, 2, 17, 5, 8
2015/11/27, 153, 57, 4, 14, 8, 8
2015/11/28, 152, 24, 16, 8, 4, 5
2015/11/29, 71, 15, 25, 6, 2, 3
2015/11/30, 45, 13, 22, 7, 2, 3
2015/12/1, 48, 28, 17, 13, 4, 5
2015/12/2, 78, 37, 11, 15, 5, 7
2015/12/3, 96, 31, 14, 13, 4, 5
2015/12/4, 87, 20, 15, 8, 3, 5
2015/12/5, 67, 18, 18, 6, 2, 5
2015/12/6, 64, 28, 15, 11, 3, 7
2015/12/7, 89, 40, 2, 13, 3, 8
2015/12/8, 123, 32, 6, 13, 3, 5
2015/12/9, 96, 33, 14, 14, 4, 6
2015/12/10, 87, 33, 10, 15, 4, 5
2015/12/11, 105, 16, 18, 7, 2, 3
2015/12/12, 56, 14, 21, 6, 2, 4
2015/12/13, 51, 24, 21, 13, 4, 5
2015/12/14, 72, 51, 7, 17, 5, 9
2015/12/15, 142, 52, 2, 15, 6, 9
2015/12/16, 150, 31, 4, 13, 4, 6
2015/12/17, 104, 32, 3, 12, 4, 7
2015/12/18, 88, 31, 8, 10, 3, 6
2015/12/19, 93, 38, 10, 11, 5, 7
2015/12/20, 111, 21, 9, 10, 3, 6
2015/12/21, 69, 15, 21, 8, 3, 5
2015/12/22, 50, 14, 19, 7, 4, 3
2015/12/23, 42, 39, 12, 14, 6, 6
2015/12/24, 112, 27, 17, 9, 6, 5
2015/12/25, 86, 11, 22, 4, 3, 3
2015/12/26, 44, 19, 20, 6, 4, 4
2015/12/27, 56, 18, 18, 8, 4, 4
2015/12/28, 56, 20, 14, 11, 5, 4
2015/12/29, 59, 30, 14, 12, 5, 4
2015/12/30, 89, , , , , 
2016/1/1, 160, 29, 17, 7, 6, 4
2015/7/6, 25, 25, 53, 9, 3, 3
2015/7/7, 40, 18, 58, 9, 1, 3
2015/7/8, 74, 21, 46, 8, 1, 4
2015/7/9, 23, 13, 29, 6, 1, 2
2015/7/10, 11, 11, 27, 4, 1, 2
2015/7/11, 24, 11, 32, 5, 1, 2
2015/7/12, 41, 15, 39, 11, 2, 3
2015/7/13, 37, 11, 30, 5, , 3
2015/7/14, 38, 14, 33, 5, , 3
2015/7/15, 36, 14, 36, 6, 1, 3
2015/7/16, 35, 16, 40, 9, 1, 3
2015/7/17, 55, 23, 49, 14, 2, 4
2015/7/18, 62, 24, 64, 9, 1, 4
2015/7/20, 20, 13, 43, 4, 1, 3
2015/7/21, 43, 18, 37, 13, , 4
2015/7/23, 44, 24, 43, 10, 1, 4
2015/7/24, 47, 19, 43, 12, , 4
2015/7/25, 59, 23, 42, 6, , 4
2015/7/26, 17, 11, 32, 3, , 3
2015/7/27, 32, 13, 33, 11, 1, 4
2015/7/28, 31, 10, 31, 6, , 3
2015/7/29, 28, 13, 39, 8, , 2
2015/7/30, 31, 11, 32, 5, , 2
2015/7/31, 34, 13, 32, 7, , 2
2015/8/1, 47, 18, 44, 12, 1, 2
2015/8/2, 50, 19, 49, 7, 2, 2
2015/8/3, 68, 29, 57, 16, 1, 3
2015/8/4, 69, 33, 48, 15, 1, 3
2015/8/5, 74, 35, 73, 9, 2, 4
2015/8/6, 59, 23, 66, 9, , 3
2015/8/7, 71, 35, 59, 13, 1, 4
2015/8/8, 85, 32, 77, 9, 2, 4
2015/8/9, 95, 30, 58, 6, 1, 4
2015/8/10, 31, 20, 54, 8, , 4
2015/8/11, 55, 29, 67, 10, 1, 4
2015/8/12, 63, 30, 60, 18, 1, 4
2015/8/13, 63, 23, 43, 9, , 4
2015/8/14, 39, 20, 41, 8, 1, 4
2015/8/15, 64, 25, 56, 5, 2, 4
2015/8/16, 70, 19, 44, 8, 1, 5
2015/8/17, 52, 27, 38, 9, 1, 4
2015/8/18, 52, 27, 33, 6, 1, 3
2015/8/19, 51, 25, 32, 7, , 2
2015/8/20, 61, 27, 31, 8, 1, 3
2015/8/21, 66, 30, 33, 10, 1, 3
2015/8/22, 49, 21, 31, 10, , 3
2015/8/23, 55, 21, 37, 10, , 3
2015/8/24, 57, 23, 38, 9, 1, 3
2015/8/25, 44, 19, 30, 9, , 3
2015/8/26, 33, 13, 39, 11, , 4
2015/8/27, 48, 20, 45, 15, 1, 4
2015/8/28, 63, 26, 40, 8, 1, 4
2015/8/29, 23, 12, 39, 8, 2, 3
2015/8/30, 45, 15, 38, 9, 2, 4
2015/8/31, 73, 31, 69, 18, 2, 5
2015/9/1, 76, 33, 62, 19, 2, 6
2015/9/2, 44, 22, 36, 11, 1, 5
2015/9/3, 36, 20, 33, 18, 1, 4
2015/9/4, 46, 16, 28, 14, , 4
2015/9/5, 43, 14, 38, 8, , 3
2015/9/6, 15, 7, 25, 4, , 2
2015/9/7, 10, 6, 23, 4, , 2
2015/9/8, 17, 7, 21, 6, 1, 2
2015/9/9, 34, 12, 21, 12, 1, 3
2015/9/10, 44, 15, 25, 16, 1, 3
2015/9/11, 45, 17, 27, 9, , 3
2015/9/12, 58, 20, 22, 8, 1, 3
2015/9/13, 65, 16, 26, 6, , 4
2015/9/14, 59, 23, 30, 10, 1, 4
2015/9/15, 44, 14, 30, 10, 1, 4
2015/9/16, 56, 20, 34, 14, 2, 5
2015/9/17, 60, 27, 33, 16, 2, 5
2015/9/18, 23, 16, 31, 8, 1, 3
2015/9/19, 50, 18, 38, 13, 2, 4
2015/9/20, 47, 14, 25, 9, 1, 4
2015/9/21, 34, 12, 23, 9, , 4
2015/9/22, 53, 22, 30, 17, 1, 4
2015/9/23, 68, 29, 29, 20, 4, 6
2015/9/24, 75, 31, 23, 19, 2, 7
2015/9/25, 46, 19, 30, 13, 1, 3
2015/9/26, 37, 15, 23, 7, 1, 3
2015/9/27, 32, 12, 23, 9, 3, 3
2015/9/28, 33, 14, 19, 12, 2, 3
2015/9/29, 31, 12, 18, 10, , 3
2015/9/30, 52, 19, 21, 17, 1, 4
2020/3/1, , 23, , 15, 2, 6
2020/3/2, , 38, , 12, 1, 5
2020/3/3, , 34, , 9, 1, 4
2020/3/4, , 30, , 15, 3, 5
2020/3/5, , 49, , 14, 2, 5
2020/3/6, , 36, , 7, 1, 4
2020/3/7, , 24, , 8, 1, 4
2020/3/8, , 30, , 13, 2, 5
2020/3/9, , 42, , 8, 1, 4
2020/3/10, , 31, , 5, , 3
2020/3/11, , 18, , 6, 1, 4
2020/3/12, , 19, , 5, , 3
2020/3/13, , 17, , 5, 1, 2
2020/3/14, , 19, , 6, 1, 3
2020/3/15, , 29, , 9, 2, 3
2020/3/16, , 40, , 16, 4, 6
2020/3/17, , 54, , 11, 2, 5
2020/3/18, , 48, , 9, 1, 4
2020/3/19, , 36, , 11, 1, 4
2020/3/20, , 33, , 3, , 2
2020/3/21, , 16, , 2, , 2
2020/3/22, , 18, , 8, 1, 3
2020/3/23, , 36, , 10, 2, 5
2020/3/24, , 37, , 8, 1, 3
2020/3/25, , 40, , 9, 2, 3
2020/3/26, , 46, , 11, 2, 4
2020/3/27, , 53, , 11, 3, 4
2020/3/28, , 62, , , , 
2020/2/1, , 25, , 3, 1, 3
2020/2/2, , 17, , 7, 1, 4
2020/2/3, , 22, , 9, 2, 3
2020/2/4, , 22, , 9, 2, 3
2020/2/5, , 24, , 7, 1, 3
2020/2/6, , 24, , 14, 2, 4
2020/2/7, , 27, , 16, 6, 6
2020/2/8, , 51, , 7, 4, 4
2020/2/9, , 36, , 5, 1, 3
2020/2/10, , 17, , 5, 1, 3
2020/2/11, , 17, , 5, 1, 3
2020/2/12, , 20, , 10, 2, 4
2020/2/13, , 29, , 12, 2, 5
2020/2/14, , 42, , 11, 4, 5
2020/2/15, , 43, , 5, 2, 4
2020/2/16, , 25, , 9, 3, 5
2020/2/17, , 29, , 7, 1, 4
2020/2/18, , 21, , 7, 1, 4
2020/2/19, , 23, , 9, 1, 4
2020/2/20, , 27, , 9, 2, 4
2020/2/21, , 28, , 7, 2, 4
2020/2/22, , 26, , 6, 1, 4
2020/2/23, , 19, , 7, 1, 4
2020/2/24, , 22, , 7, 1, 4
2020/2/25, , 19, , 9, 1, 4
2020/2/26, , 19, , 9, 1, 4
2020/2/27, , 24, , 12, 2, 5
2020/2/28, , 36, , 7, 2, 4
2020/2/29, , 27, , 6, 2, 4
2020/1/1, , 37, , 16, 5, 7
2020/1/2, , 59, , 11, 4, 5
2020/1/3, , 43, , 4, 1, 3
2020/1/4, , 19, , 8, 3, 4
2020/1/5, , 28, , 10, 4, 6
2020/1/6, , 54, , 14, 5, 6
2020/1/7, , 56, , 10, 3, 5
2020/1/8, , 38, , 11, 2, 6
2020/1/9, , 36, , 10, 2, 5
2020/1/10, , 34, , 6, 2, 3
2020/1/11, , 17, , 6, 2, 4
2020/1/12, , 28, , 11, 3, 5
2020/1/13, , 34, , 13, 3, 6
2020/1/14, , 43, , 12, 3, 6
2020/1/15, , 40, , 15, 4, 9
2020/1/16, , 51, , 15, 2, 7
2020/1/17, , 56, , 10, 3, 6
2020/1/18, , 44, , 11, 5, 6
2020/1/19, , 50, , 9, 2, 4
2020/1/20, , 36, , 8, 2, 3
2020/1/21, , 37, , 8, 1, 3
2020/1/22, , 24, , 9, 2, 3
2020/1/23, , 34, , 13, 3, 5
2020/1/24, , 49, , 9, 2, 4
2020/1/25, , 44, , 11, 5, 6
2020/1/26, , 63, , 16, 5, 8
2020/1/27, , 60, , 15, 5, 7
2020/1/28, , 48, , 8, 1, 3
2020/1/29, , 20, , 8, 1, 3
2020/1/30, , 21, , 6, 1, 3
2020/1/31, , 17, , 7, 2, 5
2019/10/15, , 29, 19, 8, 1, 3
2019/11/3, , 28, 9, 10, 2, 5
2019/12/24, , 39, 12, 9, 3, 5
2019/12/28, , 30, 20, 8, 3, 4
2019/4/30, , 29, 29, 4, , 4
2019/6/15, , 21, 45, 2, 1, 3
2018/12/31, , 23, 25, 3, 2, 3
2019/3/8, , 19, 27, 6, 2, 3
2019/3/9, , 17, 34, 5, 1, 3
2019/3/10, , 20, 29, 7, 1, 3
2019/3/11, , 26, 27, 9, 2, 4
2018/8/18, , 35, 53, 16, 1, 5
2018/8/24, , 20, 30, 6, , 3
2018/8/25, , 16, 27, 7, , 3
2017/6/30, , 14, 33, 5, 1, 2
2017/7/26, , 15, 25, 6, 1, 2
2017/8/5, , 17, 35, 5, 1, 2
2017/8/6, , 16, 34, 11, , 2
2017/8/9, , 29, 48, 11, , 3
2017/8/10, , 34, 54, 12, 1, 4
2017/8/11, , 14, 34, 4, , 3
2017/8/12, , 16, 30, 4, 1, 2
2017/8/13, , 16, 34, 8, , 2
2017/9/2, , 11, 16, 6, , 3
2016/10/23, , 40, 11, 17, 4, 8
2016/7/12, , 16, 35, 10, , 4
2016/7/26, , 32, 37, 20, 1, 6
2016/7/27, , 22, 44, 10, 1, 3
2016/7/30, , 15, 43, 8, 2, 3
2016/7/31, , 12, 30, 5, 1, 3
2016/8/1, , 14, 37, 8, 1, 2
2016/8/2, , 17, 36, 8, 1, 3
2016/8/3, , 17, 36, 9, 1, 3
2016/8/5, , 15, 20, 5, 2, 2
2016/1/4, , 55, 7, 14, 12, 7
2016/1/5, , 74, 4, 14, 14, 9
2015/12/31, , 57, 13, 11, 10, 6
2016/1/2, , 41, 13, 8, 8, 5
2015/7/1, , 16, 38, 9, 1, 3
2015/7/2, , 15, 39, 13, 1, 3
2015/7/3, , 19, 56, 7, 2, 3
2015/7/4, , 18, 65, 9, 2, 3
2015/7/5, , 23, 65, 9, 2, 3
2015/7/19, , 24, 54, 5, 1, 4
2015/7/22, , 16, 43, 8, , 4
2015/5/1, , 20, 39, 7, 2, 3
2015/5/2, , 15, 44, 9, 2, 3
2015/5/3, , 18, 34, 11, 2, 4
2015/5/4, , 17, 32, 17, 2, 6
2015/5/5, , 25, 21, 12, 1, 5
2015/5/6, , 16, 40, 8, 1, 4
2015/5/7, , 15, 34, 11, 3, 4
2015/5/8, , 14, 45, 12, 2, 4
2015/5/9, , 17, 32, 6, 2, 4
2015/5/10, , 16, 36, 7, 3, 3
2015/5/11, , 9, 44, 11, 4, 3
2015/5/12, , 19, 41, 6, 2, 2
2015/5/13, , 12, 33, 11, 3, 3
2015/5/14, , 19, 33, 7, 1, 3
2015/5/15, , 12, 44, 9, 1, 3
2015/5/16, , 16, 36, 4, 1, 3
2015/5/17, , 14, 45, 8, , 3
2015/5/18, , 19, 41, 13, 1, 4
2015/5/19, , 21, 36, 14, 1, 4
2015/5/20, , 20, 35, 8, 2, 3
2015/5/21, , 12, 38, 11, 1, 3
2015/5/22, , 14, 28, 14, 1, 3
2015/5/23, , 16, 43, 8, 2, 3
2015/5/24, , 19, 31, 12, 1, 4
2015/5/25, , 20, 24, 11, 1, 4
2015/5/26, , 16, 26, 6, 6, 3
2015/5/27, , 11, 34, 6, 2, 3
2015/5/28, , 11, 42, 10, 2, 4
2015/5/29, , 20, 39, 8, 2, 4
2015/5/30, , 17, 40, 5, 2, 3
2015/5/31, , 11, 40, 9, 2, 4
2015/6/1, , 15, 38, 9, 1, 4
2015/6/2, , 16, 48, 8, 1, 3
2015/6/3, , 16, 37, 4, 3, 2
2015/6/4, , 14, 45, 10, 1, 2
2015/6/5, , 15, 55, 6, 2, 3
2015/6/6, , 18, 43, 7, 2, 3
2015/6/7, , 22, 33, 9, 1, 3
2015/6/8, , 15, 27, 9, 1, 3
2015/6/9, , 17, 36, 8, 1, 2
2015/6/10, , 13, 49, 13, 2, 3
2015/6/11, , 18, 49, 15, 2, 4
2015/6/12, , 28, 61, 8, 4, 3
2015/6/13, , 19, 50, 4, 1, 3
2015/6/14, , 19, 36, 12, 3, 4
2015/6/15, , 17, 35, 6, 2, 3
2015/6/16, , 12, 38, 7, 3, 3
2015/6/17, , 15, 40, 9, 1, 3
2015/6/18, , 17, 28, 5, , 2
2015/6/19, , 9, 30, 5, , 2
2015/6/20, , 10, 29, 3, , 2
2015/6/21, , 9, 27, 8, , 3
2015/6/22, , 12, 26, 7, 1, 3
2015/6/23, , 8, 33, 5, 1, 2
2015/6/24, , 12, 38, 6, 2, 2
2015/6/25, , 12, 41, 13, 1, 4
2015/6/26, , 19, 34, 11, 2, 4
2015/6/27, , 20, 33, 10, 2, 4
2015/6/28, , 19, 28, 6, 3, 3
2015/6/29, , 16, 39, 14, 3, 4
2015/6/30, , 17, 35, 11, 2, 3
2015/4/30, , , 33, 7, 2, 3
2019/12/31, , , , 3, 1, 3
